what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1780042517621
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1780042517621
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1780042517621
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1780042517621
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1780042517621
os,sysinfo,,,"win32",1780042517623
arch,sysinfo,,,"x86",1780042517623
ws,sysinfo,,,"win32",1780042517623
locale,sysinfo,,,"en_US",1780042517623
processors,sysinfo,,,"12",1780042517623
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1780042517623
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1780042517623
java.specification.name,sysinfo,,,"Java Platform API Specification",1780042517623
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780042517623
java.specification.version,sysinfo,,,"1.6",1780042517623
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1780042517623
java.version,sysinfo,,,"1.6.0_23",1780042517623
java.vm.info,sysinfo,,,"mixed mode",1780042517623
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1780042517623
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1780042517623
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780042517623
java.vm.specification.version,sysinfo,,,"1.0",1780042517623
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1780042517623
java.vm.version,sysinfo,,,"19.0-b09",1780042517623
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780042518284
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1780042518366
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1780042518384
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1780042518399
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1780042518418
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1780042519142
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1780042520047
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1780042520068
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1780042520070
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1780042521858
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1780042521896
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1780042521899
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1780042527095
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1780042527096
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1780042527097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042527135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042531774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042536959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042538674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042539270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042542738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042552242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042554198
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1780042554373
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1780042554823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042554925
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780042559249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042567863
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1780042567881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042569849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042572298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042574547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042595536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042596422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042597960
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780042598050
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1780042598211
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1780042598212
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1780042598212
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1780042598212
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1780042598212
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1780042598212
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1780042598212
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1780042598212
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1780042598212
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1780042598212
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1780042598213
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1780042598213
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1780042598214
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1780042598214
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1780042598214
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1780042598215
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1780042598215
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1780042598215
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1780042598215
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1780042598215
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1780045209503
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1780045209503
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1780045209504
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1780045209504
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1780045209504
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1780045209505
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1780045209505
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1780045209505
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1780045209506
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1780045209506
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1780045209507
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1780045209507
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1780045209508
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1780045209508
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1780045209508
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1780045209508
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1780045209509
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1780045209509
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1780045209509
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1780045209510
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1780045209510
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1780045209510
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1780045209510
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1780045209511
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1780045209511
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1780045209512
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1780045209512
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1780045209513
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1780045209513
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1780045209513
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1780045209513
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1780045209514
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1780045209514
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1780045209514
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1780045209624
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1780045209625
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1780045209625
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1780045209626
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1780045209626
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1780045209626
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1780045209626
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1780045209627
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1780045209627
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1780045209627
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1780045209627
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1780045209627
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1780045209627
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1780045209628
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1780045209628
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1780045209628
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1780045209629
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1780045209629
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1780045209629
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1780045209630
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1780045209631
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1780045209632
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1780045209632
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1780045209633
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1780045209634
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1780045209634
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1780045209635
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1780045209635
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1780045209635
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1780045209635
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1780045209636
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1780045209636
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1780045209636
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1780045209636
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1780045209637
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1780045209637
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1780045209645
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1780045209646
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1780045209646
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1780045209646
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1780045209646
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1780045209646
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1780045209646
os,sysinfo,,,"win32",1780045209648
arch,sysinfo,,,"x86",1780045209648
ws,sysinfo,,,"win32",1780045209648
locale,sysinfo,,,"en_US",1780045209648
processors,sysinfo,,,"12",1780045209648
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1780045209648
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1780045209648
java.specification.name,sysinfo,,,"Java Platform API Specification",1780045209648
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780045209648
java.specification.version,sysinfo,,,"1.6",1780045209648
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1780045209648
java.version,sysinfo,,,"1.6.0_23",1780045209648
java.vm.info,sysinfo,,,"mixed mode",1780045209648
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1780045209648
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1780045209648
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1780045209648
java.vm.specification.version,sysinfo,,,"1.0",1780045209648
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1780045209648
java.vm.version,sysinfo,,,"19.0-b09",1780045209648
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780045210145
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1780045210933
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1780045211454
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1780045211615
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1780045211928
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1780045212053
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1780045213614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780045218234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780045349457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780045351778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780045374933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780045375683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780046167784
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1780046171117
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1780046171169
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1780046171172
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1780046176351
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1780046176504
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1780046176508
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1780046180298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780046180601
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1780046181921
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1780046181922
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1780046181922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780046188763
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780046197693
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1780046198242
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1780046198316
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780046198348
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1780046198361
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1780046198457
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1780046199963
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780046210242
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780046210718
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1780046210748
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780046210818
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1780046211237
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1780046211553
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780046211820
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1780046211876
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1780046215576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780046217304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780046218510
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1780046218601
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1780046218688
